address,gender,area_name,area_type,business_type,held_roles
0x0c5097DE871ad56A62F0d0836c1FDe0F9f5Bc363,Female,Kinango Kwale,rural,food,beneficiary
0x7696C13b47D4FB973f9469581913B8d7d7F6F1a0,Female,Kinango Kwale,rural,food,beneficiary
0x768f62553cB5D5EB0Cd0009f5a0CE75D0506Ed60,Female,Kinango Kwale,rural,fuel/energy,beneficiary
0x7c159483d46Dcc605376d2882c4A780435C5E5Fa,Male,Kinango Kwale,rural,labour,beneficiary
0x11522429E64F0A6E50eB2d3F26ccbAB9FC9Fb7e8,Female,Kinango Kwale,rural,water,beneficiary
0x0038316Acd043860a43E7a1D71dE2De61CA96cFC,Male,Kinango Kwale,rural,food,beneficiary
0xC2532A9ac165fDD4CB506C82F214f7A31613e822,Female,Kinango Kwale,rural,food,beneficiary
0x2D3Bece92cAE04648130aFaF6d027345Cd519210,Female,Kinango Kwale,rural,food,beneficiary
0x6e95Df8A50305D2FC5B7a2b9916C197df98ba65e,Female,Kinango Kwale,rural,food,beneficiary
0x3D4dd54BcCE9f6378b7F023773401C7F019b47cC,Female,Kinango Kwale,rural,fuel/energy,beneficiary
0x664254be55e335132b8f5dEe7747FE8B239b1375,Female,Kinango Kwale,rural,food,beneficiary
0x2353946a5C9F85E1d1FCCdba062539BDe46d2D23,Male,Kinango Kwale,rural,food,beneficiary
0xB0798389CDea358D858D7D13dD82AfE7B02113f8,Male,Kilifi,periurban,food,beneficiary
0x09EFd66A9e132236647b473eCe774a3a98f416C6,Female,Kinango Kwale,rural,food,beneficiary
0x4c6CA2323aaC9f2fF707aE3260578bd786E56d6A,Female,Kinango Kwale,rural,food,beneficiary
0x0f5c81DD3D91e700F7ec467b7aA3447908E83B58,Female,Kinango Kwale,rural,food,beneficiary
0x726c9dbc5fd105D3663423389CfEE2107236ABAF,Female,Kilifi,periurban,farming,beneficiary
0x8ff1CB6f9DA9993bf5A478b01012b06980B355b8,Female,Kinango Kwale,rural,food,beneficiary
0x5860af55fDc3D10D1D9900cec3c287C5E566b6FE,Male,Kinango Kwale,rural,food,beneficiary
0xc78B89034B95948D7D6a93FF5b25D108221387b4,Female,Kilifi,periurban,labour,beneficiary
0x3FfCbB6Ce3d665695DE17eeCfd249B5de0a35D88,Male,Misc Nairobi,urban,environment,beneficiary
0x40f9C0702C665ec3a1D3f820a8A7EE49A2c83700,Male,Misc Nairobi,urban,fuel/energy,beneficiary
0x05f791baF6bD25652481C7B02E7f4ff83f64B61a,Female,Kinango Kwale,rural,food,beneficiary
0xCF9d4e254Bf309f83ebaC49Ebc6dd678cA3b94fb,Male,Kilifi,periurban,food,beneficiary
0x640fD79015C99C7daAF022fA77688589a6CA881b,Female,Misc Nairobi,urban,food,beneficiary
0x965BDa1cA10F48C4E4B3B4921b9405c2B9A38dbC,Female,Kinango Kwale,rural,food,beneficiary
0x56292Cb1D549d94a51E90D062DD8B8394e5Fa30c,Male,Misc Nairobi,urban,environment,beneficiary
0xEEE12268617081C81Ff2Eb769a7e085F09714801,Male,Misc Nairobi,urban,labour,beneficiary
0x00f507Fa195742bc5784B67C37fB8c246f1f38C5,Male,Kinango Kwale,rural,fuel/energy,beneficiary
0xb432f3f0f591e96f6FcFF054B022196Be318c653,Female,Misc Nairobi,urban,labour,beneficiary
0x960d37543cC5bE9f948036EBD4266175Db74C466,Male,Kinango Kwale,rural,food,beneficiary
0x32B1370bC9d9aA291E6A83464288C9471946b5Df,Female,Kinango Kwale,rural,food,beneficiary
0x971aC5fA57220eBc201BfF42D4eB5d5e0a346DaF,Female,Kinango Kwale,rural,food,beneficiary
0xE4a0b26933a2FF179B70e8920C28318Ba64a5185,Female,Kinango Kwale,rural,food,beneficiary
0xF6c38D8C54E7910Fd154009a0eef4719596dD40A,Male,Kilifi,periurban,labour,beneficiary
0x3069B1FE1ea5C1478961380F9e7eA68268b7120a,Male,Kilifi,periurban,transport,beneficiary
0x486D5f52607E3E4112cC9Ac262e322246eac7D1f,Female,Kinango Kwale,rural,labour,beneficiary
0x35a9674649A88924cD8185d2E85Ba6D889020a97,Female,Misc Nairobi,urban,labour,beneficiary
0x4e0d768c09480b2FE50BC581eb3b83d86231f51a,Female,Misc Nairobi,urban,education,beneficiary
0x1F3e2e3e767601c7c52f67408a42a9c2ce3b245F,Male,Kilifi,periurban,transport,beneficiary
0xbd53ca9361812328aA13e093eb9066CFd28fCBEf,Male,Kilifi,periurban,transport,beneficiary
0xCa308e26143a83c245d31BFd6B94659eC0F094A8,Female,Kinango Kwale,rural,labour,beneficiary
0x3b5fF659f6056FE9b64393542648dFF7b5180D10,Male,Kinango Kwale,rural,environment,beneficiary
0x4ABa836C2C13E5569151420F4643f5c7c8Bb9C46,Female,Kinango Kwale,rural,environment,beneficiary
0x042089985A512e41CDD5239A132D2e44Dcd7DA04,Female,Kinango Kwale,rural,shop,beneficiary
0x258b4Bad62Ff8c6887f16E9a24398fFBaa981e41,Female,Kinango Kwale,rural,food,beneficiary
0xB59Ffe409F2a6A16c548910bb0812A24dCFAD4c1,Male,Kinango Kwale,rural,food,beneficiary
0xDa1A1E6cA09CeE1d7424C969DB6810A3BB1b77e5,Male,Kinango Kwale,rural,food,beneficiary
0x9620D0732dAB5cc0148D9864CbC9F025f50a75Ea,Female,Kinango Kwale,rural,food,beneficiary
0x424AA8D8Eb578AA23DBa4F364cF6C73FA558736A,Female,Kinango Kwale,rural,food,beneficiary
0xF177FFd908c2A9e6F319cf89dcd0E2E3769A7a87,Female,Kinango Kwale,rural,food,beneficiary
0x5b480F6e73eC07201Ba3f740DFd03f2a9062fb5B,Female,Kinango Kwale,rural,food,beneficiary
0x4019A1fE5419eCbFb19bb62Ed7Feb8806335CcF2,Female,Kinango Kwale,rural,labour,beneficiary
0x668D76693F32738D3D67b5e29233D60072e5501b,Female,Kinango Kwale,rural,food,beneficiary
0x9C8690B37D02c259e1425585f6a7eA62210cCd45,Male,Kinango Kwale,rural,food,beneficiary
0x02559776E2BD27d54dcD82FAbC08bc94851CbaD9,Male,Kinango Kwale,rural,fuel/energy,beneficiary
0x3BDCBb60101F9afB0dB8C40594f326045caA1626,Female,Misc Nairobi,urban,labour,beneficiary
0x949362399e3a933E66e2ceE521e5DCF0B73c2083,Male,Kinango Kwale,rural,food,beneficiary
0x32Eae59C231386abe5DC8D1E8A48566BBf698C93,Female,Kinango Kwale,rural,food,beneficiary
0xE7c36880b18619E3ef62c0B7FA478f2C1678e89c,Female,Kinango Kwale,rural,food,beneficiary
0xc9B7257852612Fdc23B92D63Ed1E819610723a22,Male,Misc Nairobi,urban,food,beneficiary
0x1F604c2Ab033e6FBa87C442C480b070335d2fA97,Male,Misc Nairobi,urban,labour,beneficiary
0xEbbc0D51fc5Be2e527bF6f793568728504aBf2e4,Female,Kinango Kwale,rural,food,beneficiary
0xcefe83530d7089a91e595fDd87090C2DCcD3ED28,Male,Kilifi,periurban,transport,beneficiary
0xbe3ee5a9648B26ca84E35eFABD50c99Ae5e7db8D,Male,Kilifi,periurban,labour,beneficiary
0xcaC8B30cf714Ff60D8f7819828545a34Fac95372,Female,Kinango Kwale,rural,labour,beneficiary
0x7599037687833b2c15B774228D922E9D58f3cc40,Female,Kinango Kwale,rural,food,beneficiary
0xf80d30FD2B2A51a16d1F10A335188222536cC9F0,Female,Kinango Kwale,rural,food,beneficiary
0x27921d812F818893b0049807b4354E64Ffca12A6,Female,Kinango Kwale,rural,food,beneficiary
0xE9C3cE0a2D079e2CEd7b837c123bc61F7F6Bb688,Female,Kinango Kwale,rural,food,beneficiary
0x63ab1aeCB56808d7C05671dcF47E9e864AeeD7AF,Male,Kinango Kwale,rural,labour,beneficiary
0x5DF3f0A478548674D73c41BA5E5CbA57a1d0bc00,Female,Kinango Kwale,rural,food,beneficiary
0xEd665d6cae89888176235379D84Cd35bF7b1c387,Female,Kinango Kwale,rural,food,beneficiary
0x197f53d517424811dDf8fcbA90321F87Cf461376,Male,Kinango Kwale,rural,water,beneficiary
0xe5d3D7f7FFcAc6E5E053Ec704570D6569607ee0B,Female,Kinango Kwale,rural,food,beneficiary
0x3f588ECe7DF59DA18d29d8311a679Ef3f720E8fC,Female,Kinango Kwale,rural,education,beneficiary
0x91cE10E6b0839100067DBA768A4e8D093FaDc4E1,Male,Kinango Kwale,rural,food,beneficiary
0xf73A59A9108ffF2435dE1959f5D0B2F52F0ECd91,Male,Kinango Kwale,rural,food,beneficiary
0xF12C2d042D827cA7730A0f2CAA604c3eF94b043b,Male,Kinango Kwale,rural,food,beneficiary
0x7ABd15ADD4224b9bca644f476a30a9F959055B8B,Female,Kinango Kwale,rural,food,beneficiary
0xdf59c60bd0f744389252014c7b7bb4b4B0255cab,Male,Kinango Kwale,rural,transport,beneficiary
0x2a6Bde63D4FAB1537D91588931F5Ce874989Ff0F,Male,Kinango Kwale,rural,transport,beneficiary
0x65941EaD273B4dD2FA13D738c8d09c877ca5CBce,Female,Kinango Kwale,rural,labour,beneficiary
0x705d445A3FC302885CD57f71D3730F0b263914A0,Female,Kinango Kwale,rural,fuel/energy,beneficiary
0x0deC776EcA27236098Af85b7F0BD302e8b53ee4B,Male,Kinango Kwale,rural,government,beneficiary
