user_id,degree_slope,degree_std,degree_mean,degree_last,degree_active_months,degree_early_peak
0x0038316Acd043860a43E7a1D71dE2De61CA96cFC,-3.5613613003446255e-05,0.00032749407498477545,0.0003350882544242126,0.0001937984496124031,10.0,1.0
0x00392Bd74568b709C0A95A041f3bc2F0ae076BB3,-1.3612602416041485e-05,3.8267175597176215e-05,5.2326071377858695e-05,3.229974160206718e-05,3.0,0.0
0x003d67587327e151CF161d28AB7244547A227Dff,-4.7858125213827854e-05,0.00015545165256457386,0.00012000615412607563,3.229974160206718e-05,3.0,0.0
0x0043f931d93BCe223AB4930679f9978904e921BE,-3.129843019653589e-05,0.000193873491653453,0.00022536171781905556,3.229974160206718e-05,9.0,1.0
0x0044c1d7f205cA21f500bFd68f346426F30ca144,-6.629235690994268e-05,0.001120736307601423,0.0008398872832661296,0.0001614987080103359,10.0,0.0
0x0045CfE8f2ee20706c084941c7dcE43688Bc3227,8.144700193921156e-05,0.00034206033613340875,0.0010646194603547356,0.0009689922480620154,5.0,0.0
0x004890e744F5881ac7Ff713F17d7683fDA2cf8AF,-4.7858125213827854e-05,0.00015545165256457386,0.00012000615412607563,3.229974160206718e-05,3.0,0.0
0x004959f6a274474dAB3aa02c23047c953F96eF74,-5.489112644011432e-05,0.00011644166319831906,0.00011056454490772976,0.0,2.0,0.0
0x004B4CDa009926Ca6eEa186Ee3031B0a52cEA974,-9.059987523264482e-06,4.5446981085034574e-05,6.654130347989699e-05,0.0,3.0,1.0
0x004BB79D7DED3eD731F10D2C383a00AD3EB5c7D5,8.990574321566895e-05,0.00022767559354673367,0.0003765143364734994,0.0006782945736434108,6.0,0.0
0x004b197d79CAb798Daa107504eA99B935806fC80,-9.567462950025485e-05,0.00022400253315838393,0.00014637391158023384,3.229974160206718e-05,4.0,0.0
0x004e060FF6255743F4bc82280f50Cd1e19903020,-0.0002015669821672273,0.0003373574266082193,0.00020306531949883502,3.229974160206718e-05,4.0,0.0
0x004eB8362D9BB7EEf023baFA084064C10D4eB45E,-3.768985057616375e-05,0.00019806460945675527,0.0001568246657790229,3.229974160206718e-05,6.0,1.0
0x004eb7F0003C065570Aaa17f9373f0Fae9326136,-5.2554956096867075e-05,0.0001699057306438588,0.0001193122762539305,3.229974160206718e-05,4.0,0.0
0x005221eA98dFc1fBA6a4596a41505c426Fc74F2A,-1.5867605746010994e-05,6.828805087490442e-05,7.990589563217457e-05,3.229974160206718e-05,5.0,0.0
0x0057cCcD99335CbB8d95f739504240fD8cEE6166,-6.169340081012663e-05,0.00021024886897219765,0.00019984178084281537,6.459948320413436e-05,4.0,0.0
0x00586b8C309b0Fa39EdD3AA2CD17d041A9882fFA,-1.4747272726336866e-05,0.00011457069647118896,0.00011262273586164985,3.229974160206718e-05,4.0,0.0
0x00597c6a7E127730EA8616CB7647Fddb6CA4acf7,-0.00026427884195923324,0.0013562666935199423,0.0011751444321400353,6.459948320413436e-05,12.0,1.0
0x005B342C47270D8b8EC92aC89D80353aC7520b45,-2.274092067879744e-05,4.8240777667209165e-05,6.233923626575445e-05,0.0,2.0,0.0
0x005F1a724F5064ef7b4D54979225369d3F50EAda,-7.959051553710583e-06,8.563403531997711e-05,0.00021172917872101197,0.0001614987080103359,9.0,1.0
0x005fDf80D744668abB658Ad623D366b168dD11Ac,-9.059987523264482e-06,4.5446981085034574e-05,6.654130347989699e-05,0.0,3.0,1.0
0x006079e4a8D5a3430a38CA3d40838a8B012309E9,-4.282908321342493e-06,3.8290300024674254e-05,7.126345913570122e-05,0.0,4.0,1.0
0x0060db314328a4540609f88FC266829e9E6e0dD2,0.0,,0.00012919896640826872,0.00012919896640826872,1.0,0.0
0x00640215B81119Dd10085Be3bF55264ca20CF64d,-9.059987523264482e-06,4.5446981085034574e-05,6.654130347989699e-05,0.0,3.0,1.0
0x00661785611143b23b4fcbCa641172217d36bE2e,-1.787545887249931e-05,7.719645340620264e-05,7.481768846775214e-05,3.229974160206718e-05,3.0,0.0
0x006830532CDdD5d2Ec021Df92E05f18FC5750EcA,-0.00024094140435792594,0.0003877322409357207,0.00026134447424926063,3.229974160206718e-05,3.0,0.0
0x006B711787f3708A3b03732E86d5F55b3fEC4ff9,-6.749942977481575e-05,0.00019091721807998948,0.00016729860115169868,3.229974160206718e-05,2.0,0.0
0x006D3635aB3749BdDC8d65C455DAa57B3F3B1846,-2.387714027511544e-05,0.00016885646759495936,0.00015717035050426598,3.229974160206718e-05,8.0,1.0
0x006D4a376d97CaaAe57FcCBb303FfF66961bb9F7,-0.00012231117607034036,0.00046340840177660613,0.00039573021836755744,3.229974160206718e-05,7.0,0.0
0x006f5e8202bC8eca86DB4e7597f129B34EAd6DDE,-9.059987523264482e-06,4.5446981085034574e-05,6.654130347989699e-05,0.0,3.0,1.0
0x00715b9Bec6C27167a69943FeAC52be544F7b268,-0.00024410810525287671,0.00040824971858588867,0.00023851625540354288,3.229974160206718e-05,4.0,0.0
0x0074AC113bA1c8fB6412BcE3154A100544DE4730,-9.059987523264482e-06,4.5446981085034574e-05,6.654130347989699e-05,0.0,3.0,1.0
0x0076077DaE1bfE75f47caCd7e6F9724c611A39A7,-4.282908321342493e-06,3.8290300024674254e-05,7.126345913570122e-05,0.0,4.0,1.0
0x007816723852B965BF4610dc5e295910A653c329,-0.000370677099265445,0.0013925226355884488,0.0013160609479146708,9.689922480620155e-05,9.0,0.0
0x00797fE3Ab0Df5e3d2108A2fAE3d3AC921D9cD80,-9.891937262038086e-06,3.748171684737645e-05,6.12055683764476e-05,3.229974160206718e-05,5.0,0.0
0x007Be532dBfd0d5b4C3d1EF0689358409dF038e3,-4.303574122852717e-05,0.00023161047304625664,0.00019387806724660735,3.229974160206718e-05,6.0,1.0
0x007C940959B26b14c7fE45F79f7D64A32121D058,-3.4968061622665115e-05,0.0010986816506671866,0.0013731173559015188,0.0006459948320413436,7.0,0.0
0x007Ea1e06DA46cD54D49d788Aa1DF14dbd07953e,-1.7419335169871584e-05,9.398429669021965e-05,0.0001307870790363782,3.229974160206718e-05,8.0,1.0
0x007f3cdD3C3F6789bbcb74fFD42Df98F62D1Cca5,-0.00015902585908157785,0.0002664702323002336,0.00016761438359412712,3.229974160206718e-05,4.0,0.0
0x008046E422955f3c314b5EC3619A8c5bfEF7bFa4,-7.894410475729073e-05,0.00019656582824875666,0.00015738254182384796,3.229974160206718e-05,5.0,0.0
0x0080753DF5C38323A950D018e70E0Edaf281Cec6,-6.749942977481575e-05,0.0001570719034979812,0.00012094168585031855,3.229974160206718e-05,3.0,0.0
0x0081aE183eB539BBc537632787554a466414b6d5,-2.6663345974076447e-05,0.00018963951002823833,0.0002506493850577854,3.229974160206718e-05,9.0,0.0
0x00873bE3b1f88c3E6936237809A56a05073540Fa,-0.0002636741177029047,0.0017126899305761063,0.001940742329237011,0.00045219638242894054,9.0,0.0
0x0087E2Ca665bb0eB46dFe24B2424BA8Cb1Bb834d,-2.851502344961691e-05,0.00010569048070514735,0.00012965022731339275,3.229974160206718e-05,5.0,0.0
0x008834e98128c4d07bba87636a42145D0aeF54e4,-2.9488132066325564e-05,0.00011817948874205926,0.00011021569854876598,3.229974160206718e-05,4.0,0.0
0x0089D250468Bb2a892d58816d08789c1168C0722,-3.4817574662284415e-05,0.000190790294415754,0.00016875840465601887,3.229974160206718e-05,6.0,1.0
0x008A07AEA7A574B534a955Ec20B102281F3F2421,-4.5550760191268064e-05,8.830429110005933e-05,0.00010506314060607521,0.0,3.0,0.0
0x008FFCa3a59E5670201905831701cB550B92Ef36,-9.059987523264482e-06,4.5446981085034574e-05,6.654130347989699e-05,0.0,3.0,1.0
0x008bf1fd0bf035a70D3A111735B457119662e622,-0.00011193517601156043,0.00020657531124791787,0.00018459577798195925,6.459948320413436e-05,5.0,0.0
0x008c27500a193c9D52c80748a16B0107E312D755,-0.00012024133386852484,0.00023478672304454393,0.00015176791526751645,3.229974160206718e-05,4.0,0.0
0x0091d7141245d6Ff2b49935cD2c11f6d5fa5acf3,-0.0005411418990954313,0.0012696133398064826,0.0007000591412548854,9.689922480620155e-05,4.0,0.0
0x009371529de63109db67D131B522FE0CdEa87722,-0.0011648859170274941,0.007858106202130214,0.006546259886345263,0.00436046511627907,8.0,0.0
0x0093D050FB0b57Aecc671252dDB6a14bfd8259e4,-6.749942977481575e-05,0.0001570719034979812,0.00012094168585031855,3.229974160206718e-05,3.0,0.0
0x00955047dF2F4fB9fb001d56f3098E8CD2fa99aA,-0.00012240395788913855,0.0003999513619615357,0.00036885952422428526,3.229974160206718e-05,8.0,0.0
0x009587B373229350bb95ed46f1DB7680d591a23C,-0.00025796747605477324,0.0006031659284198666,0.00034995388691102435,3.229974160206718e-05,4.0,0.0
0x009EE9d8BE551534349D3BecB6cf6C7E19c7b8B8,-0.00010038688234446148,0.0009052063497577378,0.0004865324258444004,3.229974160206718e-05,8.0,1.0
0x00A365Cc5F6EEdc2ab37E12158B6abf0b199a27F,-6.749942977481575e-05,0.00019091721807998948,0.00016729860115169868,3.229974160206718e-05,2.0,0.0
0x00A40b70917a2514872E4bdc7FF23754d321A0ec,-3.414919446472773e-05,7.107972297122239e-05,0.00011209068988435126,0.0,4.0,0.0
0x00A48649e8D1A79D9A99bAB392037B5E619f632a,-0.00011723345816972396,0.0006276626504547338,0.0007770056074225018,9.689922480620155e-05,9.0,0.0
0x00AAf80e14c224f1E2d68501d10d9d0bdbeEdd8c,-4.7858125213827854e-05,0.00015545165256457386,0.00012000615412607563,3.229974160206718e-05,3.0,0.0
0x00AD6098188d9a2895258b73619c0a5e6f675710,-1.7900608315493875e-05,5.0630566109000086e-05,6.402907187854604e-05,0.0,2.0,0.0
0x00Af9b9146899640689465788Fd8a71fda3e29b9,-1.731002841008952e-05,7.543510042231247e-05,0.00012824033397718275,6.459948320413436e-05,8.0,0.0
0x00AffD08755f2B7C4490571Bb86d8483E9c5D6d6,-3.280812167165261e-05,9.590414385118985e-05,0.00011327235210914857,3.229974160206718e-05,4.0,0.0
0x00B1E7dC2f7D68b5133121D3bE126E22aCb51EE0,-1.5698019845812013e-05,8.135280910654126e-05,8.778083897884117e-05,0.0,3.0,1.0
0x00B218FAe2002e5b09C81451dE3Db52931AFe4D5,-1.975178630849369e-05,0.00010709477990772152,0.00010634164476789415,3.229974160206718e-05,6.0,0.0
0x00Bc9BFbD437FCD7f979ebB9A4acD447Fbdb030B,-0.00029518388888620793,0.0010831188885821292,0.0007286582106079007,3.229974160206718e-05,6.0,0.0
0x00C0CaC376AF557B7Cc3cC3eE94565fE8718ccEB,-3.224778022355336e-05,0.0001195532065045566,9.411291853930851e-05,3.229974160206718e-05,4.0,0.0
0x00C395a0F2Fc1939C8EE16DE24c2dCAE6d2D4270,-5.42233886408628e-05,0.00014959841200413337,0.00011662648290049244,3.229974160206718e-05,3.0,0.0
0x00C5A0faBF7C9E7604B0c7207b4ab1A300Ab3d11,-6.866276519723328e-05,0.0004098146990791301,0.0002772869614260132,3.229974160206718e-05,4.0,1.0
0x00C76B2Ef913646c9551804Ed589a016d5A032b6,0.0,,0.00012919896640826872,0.00012919896640826872,1.0,0.0
0x00D32031b8CFe5744692a6418c5AAd13654626A5,-0.00013103716308480914,0.00027797179981414825,0.0002288554862292809,3.229974160206718e-05,2.0,0.0
0x00DDde92043a59Efb567381cfA7A9B066eAFEb99,-9.433012295126795e-05,0.00018442546869478255,0.0001265764602090723,3.229974160206718e-05,4.0,0.0
0x00De84a9d77dD2D8a75F04Bbb684F726070e561C,-5.108122169110995e-05,0.0002578506987678087,0.0002558944869243898,3.229974160206718e-05,7.0,0.0
0x00E5e3dB3776Fd655a3C952b07Dc2DC96BD43731,-2.0568210488368143e-05,7.95011694125124e-05,9.8217667961131e-05,3.229974160206718e-05,6.0,0.0
0x00E71c5d4758E922F1f0CC32568C42eb1391783D,-4.282908321342493e-06,3.8290300024674254e-05,7.126345913570122e-05,0.0,4.0,1.0
0x00EC6BcF994c9d7C9fed7bC9E125C120455c4Aa4,-2.274092067879744e-05,4.8240777667209165e-05,6.233923626575445e-05,0.0,2.0,0.0
0x00Ec8904B47A23222D28cEa443D561edb5178558,-8.379242522037454e-05,0.00023244869128387986,0.00015059850061221281,3.229974160206718e-05,4.0,0.0
0x00F01393238caEadEd4029AB76Ad401E8C71F792,-9.059987523264482e-06,4.5446981085034574e-05,6.654130347989699e-05,0.0,3.0,1.0
0x00F1Cdeffa8da2a54F153970cF60Ce44A997d95f,-6.649882206452355e-05,0.0005234803608751796,0.0004805992322534398,3.229974160206718e-05,7.0,1.0
0x00F53E21eBEF717B96E604C97fA376079b58Dc2F,-1.158389405829584e-05,7.520849660430893e-05,7.554317306452639e-05,3.229974160206718e-05,4.0,0.0
0x00F66DC145cc5E1d2AEf0F003e617D60767894BF,-3.4699195499432494e-05,0.00021010252678160078,0.00019043689452352228,3.229974160206718e-05,7.0,1.0
0x00F8Cb69151440a0843888E517f7d4FD6b86836B,-0.00012104784401845504,0.000230215466429356,0.00015882487907940604,3.229974160206718e-05,4.0,0.0
0x00FDeA16aA88DC53D95c53AeeFF2eBF86415b911,-8.005156669005679e-05,0.0005728960192697869,0.0003112483908237809,3.229974160206718e-05,6.0,1.0
0x00Fc874bE823f7e1B542D4A16Eb8Ce1f1AeAd31d,0.0,,0.0001614987080103359,0.0001614987080103359,1.0,0.0
0x00FcAC07B3A879821b5773f439B4A4f121472005,-1.158389405829584e-05,7.520849660430893e-05,7.554317306452639e-05,3.229974160206718e-05,4.0,0.0
0x00Fe8879392cbC5F8e4138BC0F26495bEfBFE07f,-0.00018073842642558712,0.000315171707470617,0.00023695089487464746,9.689922480620155e-05,4.0,0.0
0x00a7f98dCA53BA704370333650C9563F766Ae662,-6.0760113662830586e-05,0.0003090532607687041,0.00021396458830702058,3.229974160206718e-05,5.0,0.0
0x00a82B86B88a6DE8739d88E4a1a55cEbFe03bD2f,-5.793563219170786e-05,0.000123116437199759,0.00014003845808971014,3.229974160206718e-05,4.0,0.0
0x00aD43eCf1c6610FB45E3651ff33C0D511A4D9D0,-2.163814884489261e-05,8.187607872008477e-05,9.33657210947762e-05,3.229974160206718e-05,5.0,0.0
0x00b1e74967c140BEfceC14Ef3bE3B599821B2ce6,-0.00034614179137835044,0.0010033048746182732,0.0011767760617784398,3.229974160206718e-05,8.0,0.0
0x00b377414cb35A4F71CA50592F36a4b8Be58d9ae,-0.00019187705968660716,0.00033225551751758965,0.00021114025489935183,6.459948320413436e-05,4.0,0.0
0x00b43f8eF880610501B9348cE587C4F1532E6c82,-4.5550760191268064e-05,8.830429110005933e-05,0.00010506314060607521,0.0,3.0,0.0
0x00b6B040cDe994C2E16f122b61a06c41b9228819,-6.47576294867348e-05,0.0001294719783675418,0.0001120637459135174,3.229974160206718e-05,4.0,0.0
0x00b8Fe6151E18Bdb395b18fcEE37A5C3e9a93BaA,-9.059987523264482e-06,4.5446981085034574e-05,6.654130347989699e-05,0.0,3.0,1.0
0x00c9fe511E1bA89c817fb1D84F0Fc86d64892E59,-4.2858180442877324e-05,0.0001212212400819009,0.00011394421613331294,0.0,2.0,0.0
0x00dFc3B796D18e281D1E41AA912E782d53Cd68d7,-1.7441608870322173e-05,6.504235433252383e-05,6.679200711370335e-05,3.229974160206718e-05,4.0,0.0
0x00dd1353c838Be96f2Abf65dF22CBDdeB902928d,-2.6764343640049074e-05,8.731776042309173e-05,9.798128189550395e-05,3.229974160206718e-05,5.0,0.0
0x00e00A7503c8fe105c7bE3d0BaDbB867268CB77a,-9.059987523264482e-06,4.5446981085034574e-05,6.654130347989699e-05,0.0,3.0,1.0
0x00e2D533Fb4c8517b13aFF62B7d33D39601a5d27,-6.568496244767317e-05,0.00021308509014488506,0.0001532829169625869,3.229974160206718e-05,3.0,0.0
0x00e311682F84535dfAD8317f110bc5931bbD8273,-2.696341124140887e-05,9.606557467695995e-05,0.00010429408566501824,3.229974160206718e-05,5.0,0.0
0x00e4809c18918836a297FAeFa88857df62208064,-0.00010421474997009071,0.00022134940978466955,0.0001801618873603348,3.229974160206718e-05,4.0,0.0
0x00e7755b7C044a768fBa3032157D53ea2EBf0C0A,-9.059987523264482e-06,4.5446981085034574e-05,6.654130347989699e-05,0.0,3.0,1.0
0x00e817855a889213bE7dc089C43A1BC3384D66ed,-9.059987523264482e-06,4.5446981085034574e-05,6.654130347989699e-05,0.0,3.0,1.0
0x00e8D0731a9ac676f6D08c3146F8BD9d5F65350f,-5.1574764635680745e-05,0.00024980819343882227,0.00024036931599053695,9.689922480620155e-05,10.0,1.0
0x00eC2c940f3a8EB1ea57b099bf9bDee88e2AFcd1,-5.247892694870308e-05,0.0011436362202760554,0.0005681275315744215,3.229974160206718e-05,9.0,0.0
0x00eF9545Ad2F973BE3dC737Bf812177A1ee48115,-5.433865066427602e-05,0.00014549571536577884,0.00012145551883515867,3.229974160206718e-05,3.0,0.0
0x00ea23fD66eeD536E173FfF6c46687eBa8077f5F,-1.0519828873297921e-05,4.56675357252082e-05,5.66037475173487e-05,3.229974160206718e-05,3.0,0.0
0x00ecDAc1255D5D32D4CC2a304F39a8cF38869a2e,-9.908878056727458e-05,0.0001401326973572513,0.00018451870667038852,0.0,2.0,0.0
0x00f1E74eC6E7b43feF92AdbFC7C51dc736c32D55,-5.433865066427601e-05,0.0001276147252776909,9.814860293825857e-05,3.229974160206718e-05,4.0,0.0
0x00f26274698c7e15e2e85fE9dBF0174A8E914D9A,-2.7543762930416793e-05,0.00014152327587382935,0.00011469437665582256,3.229974160206718e-05,5.0,1.0
0x00f507Fa195742bc5784B67C37fB8c246f1f38C5,-8.242460701864981e-06,5.692884921850622e-05,9.858437056130637e-05,0.0,4.0,0.0
0x00f7885644378F8190d67362300137b1c7e8575C,-7.363208528193236e-05,0.00019506119743629947,0.0001372522933109424,3.229974160206718e-05,5.0,0.0
0x010098cE55679c683BCB9cFdaE09Df5E80c88Db3,-0.00013686986495578253,0.0005292279728420104,0.0006092307924267614,3.229974160206718e-05,9.0,0.0
0x0102a1Fd065C4e3874617F56D1B09475A70AF711,-0.00019150221498202342,0.0005983877269508989,0.000601899939659892,3.229974160206718e-05,8.0,0.0
0x01034AD5B2f7003C2A282E14Db5cCF3C038508d0,-5.2426729462274685e-05,0.00014255483128177416,0.0001384170554563271,3.229974160206718e-05,5.0,0.0
0x01040fE42ef638dF7871aC1c61552D0b3B4e56F7,-6.749942977481575e-05,0.00019091721807998948,0.00016729860115169868,3.229974160206718e-05,2.0,0.0
0x010411Eb46E04CC5B41aa64d21C8b310a0c40953,-8.379242522037454e-05,0.00023244869128387986,0.00015059850061221281,3.229974160206718e-05,4.0,0.0
0x010499fdd4EeB675e6693633AfED19e0dd091031,-0.00013103716308480914,0.00027797179981414825,0.0002288554862292809,3.229974160206718e-05,2.0,0.0
0x0104B51d9783138b97FFE53FeF70453cae853ee3,-7.808879623846321e-05,0.00014185975225482542,0.0001378295015680351,3.229974160206718e-05,5.0,0.0
0x010BCeBA0FE9BCFc630573d0dc81Baa6992679A1,-8.40615859233354e-05,0.00017260051367942573,0.00015497043230189062,3.229974160206718e-05,4.0,0.0
0x010a06298DCbDcb74D767D93f93Ab5B0d72585C1,-0.00015224150410507117,0.00028345666955761835,0.00023054767712498157,6.459948320413436e-05,5.0,0.0
0x010fF45cb04663eEADfbe611E36A4A1EBa7Cd077,-9.567462950025485e-05,0.00022400253315838393,0.00014637391158023384,3.229974160206718e-05,4.0,0.0
0x0110e36D6A35EbA732C56d07D48CDD04d6936813,-1.0416907151609644e-05,4.1601836036031396e-05,6.582821970767025e-05,3.229974160206718e-05,4.0,0.0
0x01123b6DC604124FB44800D7ba57ae52061978C9,-9.059987523264482e-06,4.5446981085034574e-05,6.654130347989699e-05,0.0,3.0,1.0
0x01126fD347052adAd31B69c28096e226840c1774,-0.0002015669821672273,0.0003373574266082193,0.00020306531949883502,3.229974160206718e-05,4.0,0.0
0x011312Bc5D1a03720801CF722C316655ce8775AC,-6.749942977481575e-05,0.0001570719034979812,0.00012094168585031855,3.229974160206718e-05,3.0,0.0
0x01139ccAFe42242ef11F927dBb426e4F27493A33,-0.0005858111646824285,0.0009592131746606686,0.0005469164110278744,3.229974160206718e-05,4.0,0.0
0x01145AcC1822287092fFEF50262e570e95e6D7eD,-9.059987523264482e-06,4.5446981085034574e-05,6.654130347989699e-05,0.0,3.0,1.0
0x0116C75E4D5F97e82C8D44894657Eff8883478A2,-6.749942977481575e-05,0.0001570719034979812,0.00012094168585031855,3.229974160206718e-05,3.0,0.0
0x0118776Cb953Ec4fe74233bB04D8BdD808e6eE1b,-6.292499731927442e-05,0.0002671057533024637,0.00018005985308254345,3.229974160206718e-05,5.0,0.0
0x0119F38B65d0F39C307292323F6234C45eb445E0,-1.158389405829584e-05,7.520849660430893e-05,7.554317306452639e-05,3.229974160206718e-05,4.0,0.0
0x0119d4D823Fc890E3365755Fc2Ce7331bECe2475,-9.567462950025485e-05,0.00025682687140189106,0.00018575593035779237,3.229974160206718e-05,3.0,0.0
0x011Af35a440c74C3837c371084a17DD6f5D7c127,-0.00012024133386852484,0.00023478672304454393,0.00015176791526751645,3.229974160206718e-05,4.0,0.0
0x011C17e7a741F3c8b5146fc35D8d71a45E27342d,-0.00016336160691144552,0.0006842435905863448,0.0004221333070706078,3.229974160206718e-05,6.0,0.0
0x011E6c2d2c5604bF335b4BD0E03021453de2f9cF,-0.00011355425535896243,0.00037069565148822674,0.0003144329331346253,3.229974160206718e-05,6.0,0.0
0x011c732Cf5BA2F76B6d0E152050Ae693dC9714C1,-3.982573771430477e-05,0.00012568600355054057,0.00014545998293466773,3.229974160206718e-05,6.0,0.0
0x01204AE663D478e9250cc30E30103A716E716a8d,-0.00010636385444538563,0.0005092579880232249,0.0006536295822509971,9.689922480620155e-05,9.0,1.0
0x0121406B72296Ca50Fe7aaca9CE01Ba5d8e334c6,-1.7121724431520398e-05,0.00012723503252731711,0.00010956954586987333,3.229974160206718e-05,5.0,0.0
0x0123c8dE3a2cdc96b417A654445E2508690e95F8,-5.441976731786213e-05,6.005811985588751e-05,7.20513269638052e-05,3.229974160206718e-05,3.0,0.0
0x0124009C98a502fEE3946041652f8542a23864F8,-5.376762057033595e-05,0.00022563907936470085,0.0001613595258268165,3.229974160206718e-05,5.0,0.0
0x01243FF6D81f9D67330AAC3AB50D4d077BECEbeA,-0.0002015669821672273,0.0003373574266082193,0.00020306531949883502,3.229974160206718e-05,4.0,0.0
0x01261C514BeDdC1a116939b1E32164e8F9bA87a6,-3.965086590016895e-05,0.00014684514446552268,0.00010777337425211109,3.229974160206718e-05,4.0,0.0
0x012649E9ac4eA0a2F8514F74de68911d22Ac25c7,-3.175508346194229e-05,0.00011227117426542091,0.00010761556390241403,0.0,2.0,0.0
0x0126985F0D08E3aeC534842519Dec7914156D05a,-1.787545887249931e-05,7.719645340620264e-05,7.481768846775214e-05,3.229974160206718e-05,3.0,0.0
